Cell_Designation,Time_Point,Polarity_Patch_Number,Polarity_Patch_Number_2
rcc096_2_s1_ac,53,1,1
rcc096_2_s1_ac,54,0,0
rcc096_2_s1_ac,55,1,1
rcc096_2_s1_ac,56,0,0
rcc096_2_s1_ac,57,0,0
rcc096_2_s1_ac,58,1,1
rcc096_2_s1_ac,59,0,0
rcc096_2_s1_ac,60,0,0
rcc096_2_s1_ac,61,1,1
rcc096_2_s1_ad,1,1,1
rcc096_2_s1_ad,2,1,1
rcc096_2_s1_ad,3,2,2
rcc096_2_s1_ad,4,3,3
rcc096_2_s1_ad,5,0,0
rcc096_2_s1_ad,6,1,1
rcc096_2_s1_ad,7,2,2
rcc096_2_s1_ad,8,1,1
rcc096_2_s1_ad,9,2,2
rcc096_2_s1_ad,10,2,2
rcc096_2_s1_ad,11,1,1
rcc096_2_s1_ad,12,1,Committed
rcc096_2_s1_ad,13,1,Committed
rcc096_2_s1_ad,14,1,Committed
rcc096_2_s1_ad,15,1,Committed
rcc096_2_s1_ad,16,1,Committed
rcc096_2_s1_ad,17,1,Committed
rcc096_2_s1_ad,18,1,Committed
rcc096_2_s1_ad,19,1,Committed
rcc096_2_s1_ad,20,1,Committed
rcc096_2_s1_ad,21,1,Committed
rcc096_2_s1_ad,22,1,Committed
rcc096_2_s1_ad,23,NA,Fusion
rcc096_2_s1_ad,24,NA,Fusion
rcc096_2_s1_ad,25,NA,Fusion
rcc096_2_s1_ad,26,NA,Fusion
rcc096_2_s1_ad,27,NA,Fusion
rcc096_2_s1_ad,28,NA,Fusion
rcc096_2_s1_ad,29,NA,Fusion
rcc096_2_s1_ad,30,NA,Fusion
rcc096_2_s1_ad,31,NA,Fusion
rcc096_2_s1_ad,32,NA,Fusion
rcc096_2_s1_ad,33,NA,Fusion
rcc096_2_s1_ad,34,NA,Fusion
rcc096_2_s1_ad,35,NA,Fusion
rcc096_2_s1_ad,36,NA,Fusion
rcc096_2_s1_ad,37,NA,Fusion
rcc096_2_s1_ad,38,NA,Fusion
rcc096_2_s1_ad,39,NA,Fusion
rcc096_2_s1_ad,40,NA,Fusion
rcc096_2_s1_ad,41,NA,Fusion
rcc096_2_s1_ad,42,NA,Fusion
rcc096_2_s1_ad,43,NA,Fusion
rcc096_2_s1_ad,44,NA,Fusion
rcc096_2_s1_ad,45,NA,Fusion
rcc096_2_s1_ad,46,NA,Fusion
rcc096_2_s1_ad,47,NA,Fusion
rcc096_2_s1_ad,48,NA,Fusion
rcc096_2_s1_ad,49,NA,Fusion
rcc096_2_s1_ad,50,NA,Fusion
rcc096_2_s1_ad,51,NA,Fusion
rcc096_2_s1_ad,52,NA,Fusion
rcc096_2_s1_ad,53,NA,Fusion
rcc096_2_s1_ad,54,NA,Fusion
rcc096_2_s1_ad,55,NA,Fusion
rcc096_2_s1_ad,56,NA,Fusion
rcc096_2_s1_ad,57,NA,Fusion
rcc096_2_s1_ad,58,NA,Fusion
rcc096_2_s1_ad,59,NA,Fusion
rcc096_2_s1_ad,60,NA,Fusion
rcc096_2_s1_ad,61,NA,Fusion
rcc096_2_s1_ae,1,2,2
rcc096_2_s1_ae,2,1,1
rcc096_2_s1_ae,3,2,2
rcc096_2_s1_ae,4,2,2
rcc096_2_s1_ae,5,2,2
rcc096_2_s1_ae,6,1,1
rcc096_2_s1_ae,7,1,1
rcc096_2_s1_ae,8,1,1
rcc096_2_s1_ae,9,1,1
rcc096_2_s1_ae,10,1,1
rcc096_2_s1_ae,11,1,1
rcc096_2_s1_ae,12,1,Committed
rcc096_2_s1_ae,13,1,Committed
rcc096_2_s1_ae,14,1,Committed
rcc096_2_s1_ae,15,1,Committed
rcc096_2_s1_ae,16,1,Committed
rcc096_2_s1_ae,17,1,Committed
rcc096_2_s1_ae,18,1,Committed
rcc096_2_s1_ae,19,1,Committed
rcc096_2_s1_ae,20,1,Committed
rcc096_2_s1_ae,21,1,Committed
rcc096_2_s1_ae,22,1,Committed
rcc096_2_s1_ae,23,NA,Fusion
rcc096_2_s1_ae,24,NA,Fusion
rcc096_2_s1_ae,25,NA,Fusion
rcc096_2_s1_ae,26,NA,Fusion
rcc096_2_s1_ae,27,NA,Fusion
rcc096_2_s1_ae,28,NA,Fusion
rcc096_2_s1_ae,29,NA,Fusion
rcc096_2_s1_ae,30,NA,Fusion
rcc096_2_s1_ae,31,NA,Fusion
rcc096_2_s1_ae,32,NA,Fusion
rcc096_2_s1_ae,33,NA,Fusion
rcc096_2_s1_ae,34,NA,Fusion
rcc096_2_s1_ae,35,NA,Fusion
rcc096_2_s1_ae,36,NA,Fusion
rcc096_2_s1_ae,37,NA,Fusion
rcc096_2_s1_ae,38,NA,Fusion
rcc096_2_s1_ae,39,NA,Fusion
rcc096_2_s1_ae,40,NA,Fusion
rcc096_2_s1_ae,41,NA,Fusion
rcc096_2_s1_ae,42,NA,Fusion
rcc096_2_s1_ae,43,NA,Fusion
rcc096_2_s1_ae,44,NA,Fusion
rcc096_2_s1_ae,45,NA,Fusion
rcc096_2_s1_ae,46,NA,Fusion
rcc096_2_s1_ae,47,NA,Fusion
rcc096_2_s1_ae,48,NA,Fusion
rcc096_2_s1_ae,49,NA,Fusion
rcc096_2_s1_ae,50,NA,Fusion
rcc096_2_s1_ae,51,NA,Fusion
rcc096_2_s1_ae,52,NA,Fusion
rcc096_2_s1_ae,53,NA,Fusion
rcc096_2_s1_ae,54,NA,Fusion
rcc096_2_s1_ae,55,NA,Fusion
rcc096_2_s1_ae,56,NA,Fusion
rcc096_2_s1_ae,57,NA,Fusion
rcc096_2_s1_ae,58,NA,Fusion
rcc096_2_s1_ae,59,NA,Fusion
rcc096_2_s1_ae,60,NA,Fusion
rcc096_2_s1_ae,61,NA,Fusion
rcc096_2_s1_af,1,NA,Birth
rcc096_2_s1_af,2,NA,Birth
rcc096_2_s1_af,3,NA,Birth
rcc096_2_s1_af,4,NA,Birth
rcc096_2_s1_af,5,NA,Birth
rcc096_2_s1_af,6,NA,Birth
rcc096_2_s1_af,7,NA,Birth
rcc096_2_s1_af,8,NA,Birth
rcc096_2_s1_af,9,NA,Birth
rcc096_2_s1_af,10,NA,Birth
rcc096_2_s1_af,11,NA,Birth
rcc096_2_s1_af,12,NA,Birth
rcc096_2_s1_af,13,NA,Birth
rcc096_2_s1_af,14,NA,Birth
rcc096_2_s1_af,15,2,2
rcc096_2_s1_af,16,2,2
rcc096_2_s1_af,17,1,1
rcc096_2_s1_af,18,1,1
rcc096_2_s1_af,19,1,1
rcc096_2_s1_af,20,1,1
rcc096_2_s1_af,21,1,1
rcc096_2_s1_af,22,1,1
rcc096_2_s1_af,23,1,1
rcc096_2_s1_af,24,2,2
rcc096_2_s1_af,25,1,1
rcc096_2_s1_af,26,1,1
rcc096_2_s1_af,27,2,2
rcc096_2_s1_af,28,1,1
rcc096_2_s1_af,29,2,2
rcc096_2_s1_af,30,1,1
rcc096_2_s1_af,31,0,0
rcc096_2_s1_af,32,0,0
rcc096_2_s1_af,33,1,1
rcc096_2_s1_af,34,1,1
rcc096_2_s1_af,35,1,1
rcc096_2_s1_af,36,1,1
rcc096_2_s1_af,37,1,1
rcc096_2_s1_af,38,1,1
rcc096_2_s1_af,39,0,0
rcc096_2_s1_af,40,0,0
rcc096_2_s1_af,41,0,0
rcc096_2_s1_af,42,0,0
rcc096_2_s1_af,43,0,0
rcc096_2_s1_af,44,0,0
rcc096_2_s1_af,45,1,1
rcc096_2_s1_af,46,1,1
rcc096_2_s1_af,47,1,1
rcc096_2_s1_af,48,0,0
rcc096_2_s1_af,49,0,0
rcc096_2_s1_af,50,0,0
rcc096_2_s1_af,51,1,1
rcc096_2_s1_af,52,1,1
rcc096_2_s1_af,53,1,1
rcc096_2_s1_af,54,1,1
rcc096_2_s1_af,55,1,1
rcc096_2_s1_af,56,1,1
rcc096_2_s1_af,57,1,1
rcc096_2_s1_af,58,1,1
rcc096_2_s1_af,59,1,1
rcc096_2_s1_af,60,1,1
rcc096_2_s1_af,61,1,1
rcc096_2_s1_ag,1,NA,Birth
rcc096_2_s1_ag,2,NA,Birth
rcc096_2_s1_ag,3,NA,Birth
rcc096_2_s1_ag,4,NA,Birth
rcc096_2_s1_ag,5,NA,Birth
rcc096_2_s1_ag,6,NA,Birth
rcc096_2_s1_ag,7,NA,Birth
rcc096_2_s1_ag,8,NA,Birth
rcc096_2_s1_ag,9,NA,Birth
rcc096_2_s1_ag,10,NA,Birth
rcc096_2_s1_ag,11,NA,Birth
rcc096_2_s1_ag,12,NA,Birth
rcc096_2_s1_ag,13,NA,Birth
rcc096_2_s1_ag,14,NA,Birth
rcc096_2_s1_ag,15,NA,Birth
rcc096_2_s1_ag,16,NA,Birth
rcc096_2_s1_ag,17,NA,Birth
rcc096_2_s1_ag,18,NA,Birth
rcc096_2_s1_ag,19,NA,Birth
rcc096_2_s1_ag,20,NA,Birth
rcc096_2_s1_ag,21,NA,Birth
rcc096_2_s1_ag,22,NA,Birth
rcc096_2_s1_ag,23,NA,Birth
rcc096_2_s1_ag,24,0,0
rcc096_2_s1_ag,25,0,0
rcc096_2_s1_ag,26,0,0
rcc096_2_s1_ag,27,1,1
rcc096_2_s1_ag,28,1,1
rcc096_2_s1_ag,29,2,2
rcc096_2_s1_ag,30,1,1
rcc096_2_s1_ag,31,1,1
rcc096_2_s1_ag,32,1,1
rcc096_2_s1_ag,33,1,Committed
rcc096_2_s1_ag,34,1,Committed
rcc096_2_s1_ag,35,1,Committed
rcc096_2_s1_ag,36,1,Committed
rcc096_2_s1_ag,37,1,Committed
rcc096_2_s1_ag,38,1,Committed
rcc096_2_s1_ag,39,1,Committed
rcc096_2_s1_ag,40,1,Committed
rcc096_2_s1_ag,41,1,Committed
rcc096_2_s1_ag,42,1,Committed
rcc096_2_s1_ag,43,1,Committed
rcc096_2_s1_ag,44,NA,Fusion
rcc096_2_s1_ag,45,NA,Fusion
rcc096_2_s1_ag,46,NA,Fusion
rcc096_2_s1_ag,47,NA,Fusion
rcc096_2_s1_ag,48,NA,Fusion
rcc096_2_s1_ag,49,NA,Fusion
rcc096_2_s1_ag,50,NA,Fusion
rcc096_2_s1_ag,51,NA,Fusion
rcc096_2_s1_ag,52,NA,Fusion
rcc096_2_s1_ag,53,NA,Fusion
rcc096_2_s1_ag,54,NA,Fusion
rcc096_2_s1_ag,55,NA,Fusion
rcc096_2_s1_ag,56,NA,Fusion
rcc096_2_s1_ag,57,NA,Fusion
rcc096_2_s1_ag,58,NA,Fusion
rcc096_2_s1_ag,59,NA,Fusion
rcc096_2_s1_ag,60,NA,Fusion
rcc096_2_s1_ag,61,NA,Fusion
rcc096_2_s1_ah,1,NA,Birth
rcc096_2_s1_ah,2,NA,Birth
rcc096_2_s1_ah,3,NA,Birth
rcc096_2_s1_ah,4,NA,Birth
rcc096_2_s1_ah,5,NA,Birth
rcc096_2_s1_ah,6,NA,Birth
rcc096_2_s1_ah,7,NA,Birth
rcc096_2_s1_ah,8,NA,Birth
rcc096_2_s1_ah,9,NA,Birth
rcc096_2_s1_ah,10,NA,Birth
rcc096_2_s1_ah,11,NA,Birth
rcc096_2_s1_ah,12,NA,Birth
rcc096_2_s1_ah,13,NA,Birth
rcc096_2_s1_ah,14,NA,Birth
rcc096_2_s1_ah,15,NA,Birth
rcc096_2_s1_ah,16,NA,Birth
rcc096_2_s1_ah,17,NA,Birth
rcc096_2_s1_ah,18,NA,Birth
rcc096_2_s1_ah,19,NA,Birth
rcc096_2_s1_ah,20,NA,Birth
rcc096_2_s1_ah,21,NA,Birth
rcc096_2_s1_ah,22,0,0
rcc096_2_s1_ah,23,0,0
rcc096_2_s1_ah,24,0,0
rcc096_2_s1_ah,25,2,2
rcc096_2_s1_ah,26,1,1
rcc096_2_s1_ah,27,1,1
rcc096_2_s1_ah,28,1,1
rcc096_2_s1_ah,29,2,2
rcc096_2_s1_ah,30,1,1
rcc096_2_s1_ah,31,2,2
rcc096_2_s1_ah,32,2,2
rcc096_2_s1_ah,33,1,Committed
rcc096_2_s1_ah,34,1,Committed
rcc096_2_s1_ah,35,1,Committed
rcc096_2_s1_ah,36,1,Committed
rcc096_2_s1_ah,37,1,Committed
rcc096_2_s1_ah,38,1,Committed
rcc096_2_s1_ah,39,1,Committed
rcc096_2_s1_ah,40,1,Committed
rcc096_2_s1_ah,41,1,Committed
rcc096_2_s1_ah,42,1,Committed
rcc096_2_s1_ah,43,NA,Fusion
rcc096_2_s1_ah,44,NA,Fusion
rcc096_2_s1_ah,45,NA,Fusion
rcc096_2_s1_ah,46,NA,Fusion
rcc096_2_s1_ah,47,NA,Fusion
rcc096_2_s1_ah,48,NA,Fusion
rcc096_2_s1_ah,49,NA,Fusion
rcc096_2_s1_ah,50,NA,Fusion
rcc096_2_s1_ah,51,NA,Fusion
rcc096_2_s1_ah,52,NA,Fusion
rcc096_2_s1_ah,53,NA,Fusion
rcc096_2_s1_ah,54,NA,Fusion
rcc096_2_s1_ah,55,NA,Fusion
rcc096_2_s1_ah,56,NA,Fusion
rcc096_2_s1_ah,57,NA,Fusion
rcc096_2_s1_ah,58,NA,Fusion
rcc096_2_s1_ah,59,NA,Fusion
rcc096_2_s1_ah,60,NA,Fusion
rcc096_2_s1_ah,61,NA,Fusion
rcc096_2_s1_ai,1,NA,Birth
rcc096_2_s1_ai,2,NA,Birth
rcc096_2_s1_ai,3,NA,Birth
rcc096_2_s1_ai,4,NA,Birth
rcc096_2_s1_ai,5,NA,Birth
rcc096_2_s1_ai,6,1,1
rcc096_2_s1_ai,7,1,1
rcc096_2_s1_ai,8,1,1
rcc096_2_s1_ai,9,1,1
rcc096_2_s1_ai,10,1,1
rcc096_2_s1_ai,11,2,2
rcc096_2_s1_ai,12,2,2
rcc096_2_s1_ai,13,1,1
rcc096_2_s1_ai,14,1,1
rcc096_2_s1_ai,15,0,0
rcc096_2_s1_ai,16,1,1
rcc096_2_s1_ai,17,1,1
rcc096_2_s1_ai,18,2,2
rcc096_2_s1_ai,19,1,1
rcc096_2_s1_ai,20,1,1
rcc096_2_s1_ai,21,1,1
rcc096_2_s1_ai,22,0,0
rcc096_2_s1_ai,23,0,0
rcc096_2_s1_ai,24,0,0
rcc096_2_s1_ai,25,0,0
rcc096_2_s1_ai,26,1,1
rcc096_2_s1_ai,27,0,0
rcc096_2_s1_ai,28,0,0
rcc096_2_s1_ai,29,1,1
rcc096_2_s1_ai,30,1,1
rcc096_2_s1_ai,31,0,0
rcc096_2_s1_ai,32,1,1
rcc096_2_s1_ai,33,2,2
rcc096_2_s1_ai,34,1,1
rcc096_2_s1_ai,35,1,1
rcc096_2_s1_ai,36,1,Committed
rcc096_2_s1_ai,37,1,Committed
rcc096_2_s1_ai,38,1,Committed
rcc096_2_s1_ai,39,1,Committed
rcc096_2_s1_ai,40,1,Committed
rcc096_2_s1_ai,41,1,Committed
rcc096_2_s1_ai,42,1,Committed
rcc096_2_s1_ai,43,1,Committed
rcc096_2_s1_ai,44,1,Committed
rcc096_2_s1_ai,45,1,Committed
rcc096_2_s1_ai,46,NA,Fusion
rcc096_2_s1_ai,47,NA,Fusion
rcc096_2_s1_ai,48,NA,Fusion
rcc096_2_s1_ai,49,NA,Fusion
rcc096_2_s1_ai,50,NA,Fusion
rcc096_2_s1_ai,51,NA,Fusion
rcc096_2_s1_ai,52,NA,Fusion
rcc096_2_s1_ai,53,NA,Fusion
rcc096_2_s1_ai,54,NA,Fusion
rcc096_2_s1_ai,55,NA,Fusion
rcc096_2_s1_ai,56,NA,Fusion
rcc096_2_s1_ai,57,NA,Fusion
rcc096_2_s1_ai,58,NA,Fusion
rcc096_2_s1_ai,59,NA,Fusion
rcc096_2_s1_ai,60,NA,Fusion
rcc096_2_s1_ai,61,NA,Fusion
rcc096_2_s1_aj,1,1,1
rcc096_2_s1_aj,2,1,1
rcc096_2_s1_aj,3,1,1
rcc096_2_s1_aj,4,1,1
rcc096_2_s1_aj,5,1,1
rcc096_2_s1_aj,6,1,1
rcc096_2_s1_aj,7,1,1
rcc096_2_s1_aj,8,1,1
rcc096_2_s1_aj,9,2,2
rcc096_2_s1_aj,10,1,1
rcc096_2_s1_aj,11,1,1
rcc096_2_s1_aj,12,1,1
rcc096_2_s1_aj,13,1,1
rcc096_2_s1_aj,14,1,1
rcc096_2_s1_aj,15,1,1
rcc096_2_s1_aj,16,1,1
rcc096_2_s1_aj,17,1,1
rcc096_2_s1_aj,18,1,1
rcc096_2_s1_aj,19,1,1
rcc096_2_s1_aj,20,2,2
rcc096_2_s1_aj,21,1,1
rcc096_2_s1_aj,22,1,1
rcc096_2_s1_aj,23,1,1
rcc096_2_s1_aj,24,2,2
rcc096_2_s1_aj,25,2,2
rcc096_2_s1_aj,26,1,1
rcc096_2_s1_aj,27,1,1
rcc096_2_s1_aj,28,1,1
rcc096_2_s1_aj,29,1,1
rcc096_2_s1_aj,30,1,1
rcc096_2_s1_aj,31,1,1
rcc096_2_s1_aj,32,1,1
rcc096_2_s1_aj,33,1,1
rcc096_2_s1_aj,34,1,1
rcc096_2_s1_aj,35,2,2
rcc096_2_s1_aj,36,1,Committed
rcc096_2_s1_aj,37,1,Committed
rcc096_2_s1_aj,38,1,Committed
rcc096_2_s1_aj,39,1,Committed
rcc096_2_s1_aj,40,1,Committed
rcc096_2_s1_aj,41,1,Committed
rcc096_2_s1_aj,42,1,Committed
rcc096_2_s1_aj,43,1,Committed
rcc096_2_s1_aj,44,1,Committed
rcc096_2_s1_aj,45,NA,Fusion
rcc096_2_s1_aj,46,NA,Fusion
rcc096_2_s1_aj,47,NA,Fusion
rcc096_2_s1_aj,48,NA,Fusion
rcc096_2_s1_aj,49,NA,Fusion
rcc096_2_s1_aj,50,NA,Fusion
rcc096_2_s1_aj,51,NA,Fusion
rcc096_2_s1_aj,52,NA,Fusion
rcc096_2_s1_aj,53,NA,Fusion
rcc096_2_s1_aj,54,NA,Fusion
rcc096_2_s1_aj,55,NA,Fusion
rcc096_2_s1_aj,56,NA,Fusion
rcc096_2_s1_aj,57,NA,Fusion
rcc096_2_s1_aj,58,NA,Fusion
rcc096_2_s1_aj,59,NA,Fusion
rcc096_2_s1_aj,60,NA,Fusion
rcc096_2_s1_aj,61,NA,Fusion
rcc096_2_s1_ak,1,NA,Birth
rcc096_2_s1_ak,2,NA,Birth
rcc096_2_s1_ak,3,NA,Birth
rcc096_2_s1_ak,4,NA,Birth
rcc096_2_s1_ak,5,NA,Birth
rcc096_2_s1_ak,6,NA,Birth
rcc096_2_s1_ak,7,NA,Birth
rcc096_2_s1_ak,8,NA,Birth
rcc096_2_s1_ak,9,0,0
rcc096_2_s1_ak,10,0,0
rcc096_2_s1_ak,11,0,0
rcc096_2_s1_ak,12,0,0
rcc096_2_s1_ak,13,0,0
rcc096_2_s1_ak,14,1,1
rcc096_2_s1_ak,15,1,1
rcc096_2_s1_ak,16,1,1
rcc096_2_s1_ak,17,1,1
rcc096_2_s1_ak,18,1,1
rcc096_2_s1_ak,19,1,1
rcc096_2_s1_ak,20,1,1
rcc096_2_s1_ak,21,1,1
rcc096_2_s1_ak,22,2,2
rcc096_2_s1_ak,23,0,0
rcc096_2_s1_ak,24,1,1
rcc096_2_s1_ak,25,1,1
rcc096_2_s1_ak,26,1,1
rcc096_2_s1_ak,27,1,1
rcc096_2_s1_ak,28,0,0
rcc096_2_s1_ak,29,1,1
rcc096_2_s1_ak,30,2,2
rcc096_2_s1_ak,31,1,1
rcc096_2_s1_ak,32,1,1
rcc096_2_s1_ak,33,1,1
rcc096_2_s1_ak,34,1,1
rcc096_2_s1_ak,35,1,1
rcc096_2_s1_ak,36,0,0
rcc096_2_s1_ak,37,1,1
rcc096_2_s1_ak,38,1,1
rcc096_2_s1_ak,39,0,0
rcc096_2_s1_ak,40,1,1
rcc096_2_s1_ak,41,1,1
rcc096_2_s1_ak,42,1,1
rcc096_2_s1_ak,43,1,1
rcc096_2_s1_ak,44,1,1
rcc096_2_s1_ak,45,0,0
rcc096_2_s1_ak,46,0,0
rcc096_2_s1_ak,47,1,1
rcc096_2_s1_ak,48,1,1
rcc096_2_s1_ak,49,1,1
rcc096_2_s1_ak,50,1,1
rcc096_2_s1_ak,51,1,1
rcc096_2_s1_ak,52,1,1
rcc096_2_s1_ak,53,1,1
rcc096_2_s1_ak,54,1,1
rcc096_2_s1_ak,55,1,1
rcc096_2_s1_ak,56,1,1
rcc096_2_s1_ak,57,1,1
rcc096_2_s1_ak,58,1,1
rcc096_2_s1_ak,59,1,1
rcc096_2_s1_ak,60,1,1
rcc096_2_s1_ak,61,1,1
rcc096_2_s1_al,1,NA,Birth
rcc096_2_s1_al,2,NA,Birth
rcc096_2_s1_al,3,NA,Birth
rcc096_2_s1_al,4,NA,Birth
rcc096_2_s1_al,5,NA,Birth
rcc096_2_s1_al,6,NA,Birth
rcc096_2_s1_al,7,NA,Birth
rcc096_2_s1_al,8,NA,Birth
rcc096_2_s1_al,9,NA,Birth
rcc096_2_s1_al,10,0,0
rcc096_2_s1_al,11,0,0
rcc096_2_s1_al,12,1,1
rcc096_2_s1_al,13,2,2
rcc096_2_s1_al,14,1,1
rcc096_2_s1_al,15,1,1
rcc096_2_s1_al,16,1,1
rcc096_2_s1_al,17,1,1
rcc096_2_s1_al,18,1,1
rcc096_2_s1_al,19,1,1
rcc096_2_s1_al,20,1,1
rcc096_2_s1_al,21,1,1
rcc096_2_s1_al,22,1,1
rcc096_2_s1_al,23,1,1
rcc096_2_s1_al,24,1,1
rcc096_2_s1_al,25,1,1
rcc096_2_s1_al,26,1,1
rcc096_2_s1_al,27,1,1
rcc096_2_s1_al,28,1,1
rcc096_2_s1_al,29,1,1
rcc096_2_s1_al,30,1,1
rcc096_2_s1_al,31,1,1
rcc096_2_s1_al,32,1,1
rcc096_2_s1_al,33,1,Committed
rcc096_2_s1_al,34,1,Committed
rcc096_2_s1_al,35,1,Committed
rcc096_2_s1_al,36,1,Committed
rcc096_2_s1_al,37,1,Committed
rcc096_2_s1_al,38,1,Committed
rcc096_2_s1_al,39,1,Committed
rcc096_2_s1_al,40,1,Committed
rcc096_2_s1_al,41,1,Committed
rcc096_2_s1_al,42,1,Committed
rcc096_2_s1_al,43,1,Committed
rcc096_2_s1_al,44,1,Committed
rcc096_2_s1_al,45,1,Committed
rcc096_2_s1_al,46,NA,Fusion
rcc096_2_s1_al,47,NA,Fusion
rcc096_2_s1_al,48,NA,Fusion
rcc096_2_s1_al,49,NA,Fusion
rcc096_2_s1_al,50,NA,Fusion
rcc096_2_s1_al,51,NA,Fusion
rcc096_2_s1_al,52,NA,Fusion
rcc096_2_s1_al,53,NA,Fusion
rcc096_2_s1_al,54,NA,Fusion
rcc096_2_s1_al,55,NA,Fusion
rcc096_2_s1_al,56,NA,Fusion
rcc096_2_s1_al,57,NA,Fusion
rcc096_2_s1_al,58,NA,Fusion
rcc096_2_s1_al,59,NA,Fusion
rcc096_2_s1_al,60,NA,Fusion
rcc096_2_s1_al,61,NA,Fusion
rcc096_2_s1_am,1,NA,Birth
rcc096_2_s1_am,2,NA,Birth
rcc096_2_s1_am,3,NA,Birth
rcc096_2_s1_am,4,NA,Birth
rcc096_2_s1_am,5,NA,Birth
rcc096_2_s1_am,6,NA,Birth
rcc096_2_s1_am,7,NA,Birth
rcc096_2_s1_am,8,NA,Birth
rcc096_2_s1_am,9,NA,Birth
rcc096_2_s1_am,10,0,0
rcc096_2_s1_am,11,0,0
rcc096_2_s1_am,12,1,1
rcc096_2_s1_am,13,2,2
rcc096_2_s1_am,14,1,1
rcc096_2_s1_am,15,1,1
rcc096_2_s1_am,16,0,0
rcc096_2_s1_am,17,1,1
rcc096_2_s1_am,18,1,1
rcc096_2_s1_am,19,2,2
rcc096_2_s1_am,20,0,0
rcc096_2_s1_am,21,0,0
rcc096_2_s1_am,22,0,0
rcc096_2_s1_am,23,0,0
rcc096_2_s1_am,24,0,0
rcc096_2_s1_am,25,1,1
rcc096_2_s1_am,26,2,2
rcc096_2_s1_am,27,2,2
rcc096_2_s1_am,28,1,1
rcc096_2_s1_am,29,0,0
rcc096_2_s1_am,30,0,0
rcc096_2_s1_am,31,0,0
rcc096_2_s1_am,32,2,2
rcc096_2_s1_am,33,0,0
rcc096_2_s1_am,34,1,1
rcc096_2_s1_am,35,1,1
rcc096_2_s1_am,36,1,1
rcc096_2_s1_am,37,1,1
rcc096_2_s1_am,38,1,1
rcc096_2_s1_am,39,0,0
rcc096_2_s1_am,40,2,2
rcc096_2_s1_am,41,1,1
rcc096_2_s1_am,42,2,2
rcc096_2_s1_am,43,1,1
rcc096_2_s1_am,44,2,2
rcc096_2_s1_am,45,0,0
rcc096_2_s1_am,46,0,0
rcc096_2_s1_am,47,1,1
rcc096_2_s1_am,48,0,0
rcc096_2_s1_am,49,0,0
rcc096_2_s1_am,50,0,0
rcc096_2_s1_am,51,0,0
rcc096_2_s1_am,52,2,2
rcc096_2_s1_am,53,1,1
rcc096_2_s1_am,54,0,0
rcc096_2_s1_am,55,0,0
rcc096_2_s1_am,56,0,0
rcc096_2_s1_am,57,2,2
rcc096_2_s1_am,58,2,2
rcc096_2_s1_am,59,0,0
rcc096_2_s1_am,60,1,1
rcc096_2_s1_am,61,0,0
rcc096_2_s1_an,1,1,1
rcc096_2_s1_an,2,0,0
rcc096_2_s1_an,3,2,2
rcc096_2_s1_an,4,2,2
rcc096_2_s1_an,5,1,1
rcc096_2_s1_an,6,1,1
rcc096_2_s1_an,7,1,1
rcc096_2_s1_an,8,1,1
rcc096_2_s1_an,9,1,1
rcc096_2_s1_an,10,1,1
rcc096_2_s1_an,11,1,1
rcc096_2_s1_an,12,2,2
rcc096_2_s1_an,13,1,1
rcc096_2_s1_an,14,2,2
rcc096_2_s1_an,15,3,3
rcc096_2_s1_an,16,2,2
rcc096_2_s1_an,17,2,2
rcc096_2_s1_an,18,1,1
rcc096_2_s1_an,19,1,1
rcc096_2_s1_an,20,1,1
rcc096_2_s1_an,21,1,1
rcc096_2_s1_an,22,1,1
rcc096_2_s1_an,23,1,1
rcc096_2_s1_an,24,1,1
rcc096_2_s1_an,25,1,1
rcc096_2_s1_an,26,1,1
rcc096_2_s1_an,27,1,1
rcc096_2_s1_an,28,2,2
rcc096_2_s1_an,29,1,1
rcc096_2_s1_an,30,1,1
rcc096_2_s1_an,31,1,1
rcc096_2_s1_an,32,1,1
rcc096_2_s1_an,33,1,Committed
rcc096_2_s1_an,34,1,Committed
rcc096_2_s1_an,35,1,Committed
rcc096_2_s1_an,36,1,Committed
rcc096_2_s1_an,37,1,Committed
rcc096_2_s1_an,38,1,Committed
rcc096_2_s1_an,39,1,Committed
rcc096_2_s1_an,40,1,Committed
rcc096_2_s1_an,41,1,Committed
rcc096_2_s1_an,42,NA,Fusion
rcc096_2_s1_an,43,NA,Fusion
rcc096_2_s1_an,44,NA,Fusion
rcc096_2_s1_an,45,NA,Fusion
rcc096_2_s1_an,46,NA,Fusion
rcc096_2_s1_an,47,NA,Fusion
rcc096_2_s1_an,48,NA,Fusion
rcc096_2_s1_an,49,NA,Fusion
rcc096_2_s1_an,50,NA,Fusion
rcc096_2_s1_an,51,NA,Fusion
rcc096_2_s1_an,52,NA,Fusion
rcc096_2_s1_an,53,NA,Fusion
rcc096_2_s1_an,54,NA,Fusion
rcc096_2_s1_an,55,NA,Fusion
rcc096_2_s1_an,56,NA,Fusion
rcc096_2_s1_an,57,NA,Fusion
rcc096_2_s1_an,58,NA,Fusion
rcc096_2_s1_an,59,NA,Fusion
rcc096_2_s1_an,60,NA,Fusion
rcc096_2_s1_an,61,NA,Fusion
rcc096_2_s1_ao,1,NA,Birth
rcc096_2_s1_ao,2,NA,Birth
rcc096_2_s1_ao,3,NA,Birth
rcc096_2_s1_ao,4,NA,Birth
rcc096_2_s1_ao,5,1,1
